Vendor,GRAPHTEC Corporation
Model,"GL980"
Version,"Ver1.38"
MaxCH,8
Logic/Pulse,Off
Sampling interval,1s
Total Data Points,3640      
Trigger,0         
Start time,2025-02-20,16:09:51
End time,2025-02-20,17:10:30
Trigger time,2025-02-20,16:09:51
AMP settings
CH,SignalName,Amp,Input,Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1,"V_batt",M,DC,10V,50KHz,+5.000,-5.000, V,28,5,6,0
CH2,"I_batt",M,DC,10V,50KHz,+5.000,-5.000, V,0,13,23,0
CH,SignalName,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date,Time,ms,CH1,CH2,Alarm1-8,AlarmOut
NO.,Date,Time,ms," V"," V","A12345678","AO1234"
840,2025-02-20,16:23:50,0,+3.905,-0.460,LLLLLLLL,LLLL
841,2025-02-20,16:23:51,0,+3.905,-0.459,LLLLLLLL,LLLL
842,2025-02-20,16:23:52,0,+3.908,-0.457,LLLLLLLL,LLLL
843,2025-02-20,16:23:53,0,+3.907,-0.458,LLLLLLLL,LLLL
844,2025-02-20,16:23:54,0,+3.906,-0.457,LLLLLLLL,LLLL
845,2025-02-20,16:23:55,0,+3.903,-0.457,LLLLLLLL,LLLL
846,2025-02-20,16:23:56,0,+3.905,-0.457,LLLLLLLL,LLLL
847,2025-02-20,16:23:57,0,+3.902,-0.457,LLLLLLLL,LLLL
848,2025-02-20,16:23:58,0,+3.904,-0.454,LLLLLLLL,LLLL
849,2025-02-20,16:23:59,0,+3.904,-0.457,LLLLLLLL,LLLL
850,2025-02-20,16:24:00,0,+3.905,-0.455,LLLLLLLL,LLLL
851,2025-02-20,16:24:01,0,+3.905,-0.458,LLLLLLLL,LLLL
852,2025-02-20,16:24:02,0,+3.905,-0.458,LLLLLLLL,LLLL
853,2025-02-20,16:24:03,0,+3.905,-0.456,LLLLLLLL,LLLL
854,2025-02-20,16:24:04,0,+3.903,-0.455,LLLLLLLL,LLLL
855,2025-02-20,16:24:05,0,+3.902,-0.456,LLLLLLLL,LLLL
856,2025-02-20,16:24:06,0,+3.902,-0.457,LLLLLLLL,LLLL
857,2025-02-20,16:24:07,0,+3.903,-0.457,LLLLLLLL,LLLL
858,2025-02-20,16:24:08,0,+3.900,-0.458,LLLLLLLL,LLLL
859,2025-02-20,16:24:09,0,+3.900,-0.458,LLLLLLLL,LLLL
860,2025-02-20,16:24:10,0,+3.902,-0.458,LLLLLLLL,LLLL
861,2025-02-20,16:24:11,0,+3.900,-0.455,LLLLLLLL,LLLL
862,2025-02-20,16:24:12,0,+3.901,-0.458,LLLLLLLL,LLLL
863,2025-02-20,16:24:13,0,+3.899,-0.458,LLLLLLLL,LLLL
864,2025-02-20,16:24:14,0,+3.901,-0.457,LLLLLLLL,LLLL
865,2025-02-20,16:24:15,0,+3.900,-0.456,LLLLLLLL,LLLL
866,2025-02-20,16:24:16,0,+3.897,-0.458,LLLLLLLL,LLLL
867,2025-02-20,16:24:17,0,+3.898,-0.458,LLLLLLLL,LLLL
868,2025-02-20,16:24:18,0,+3.897,-0.458,LLLLLLLL,LLLL
869,2025-02-20,16:24:19,0,+3.898,-0.459,LLLLLLLL,LLLL
870,2025-02-20,16:24:20,0,+3.897,-0.455,LLLLLLLL,LLLL
871,2025-02-20,16:24:21,0,+3.897,-0.454,LLLLLLLL,LLLL
872,2025-02-20,16:24:22,0,+3.897,-0.456,LLLLLLLL,LLLL
873,2025-02-20,16:24:23,0,+3.900,-0.456,LLLLLLLL,LLLL
874,2025-02-20,16:24:24,0,+3.897,-0.457,LLLLLLLL,LLLL
875,2025-02-20,16:24:25,0,+3.896,-0.458,LLLLLLLL,LLLL
876,2025-02-20,16:24:26,0,+3.897,-0.456,LLLLLLLL,LLLL
877,2025-02-20,16:24:27,0,+3.898,-0.458,LLLLLLLL,LLLL
878,2025-02-20,16:24:28,0,+3.895,-0.455,LLLLLLLL,LLLL
879,2025-02-20,16:24:29,0,+3.896,-0.457,LLLLLLLL,LLLL
880,2025-02-20,16:24:30,0,+3.897,-0.457,LLLLLLLL,LLLL
881,2025-02-20,16:24:31,0,+3.896,-0.459,LLLLLLLL,LLLL
882,2025-02-20,16:24:32,0,+3.894,-0.459,LLLLLLLL,LLLL
883,2025-02-20,16:24:33,0,+3.893,-0.457,LLLLLLLL,LLLL
884,2025-02-20,16:24:34,0,+3.894,-0.457,LLLLLLLL,LLLL
885,2025-02-20,16:24:35,0,+3.895,-0.455,LLLLLLLL,LLLL
886,2025-02-20,16:24:36,0,+3.895,-0.455,LLLLLLLL,LLLL
887,2025-02-20,16:24:37,0,+3.893,-0.456,LLLLLLLL,LLLL
888,2025-02-20,16:24:38,0,+3.895,-0.456,LLLLLLLL,LLLL
889,2025-02-20,16:24:39,0,+3.893,-0.458,LLLLLLLL,LLLL
890,2025-02-20,16:24:40,0,+3.892,-0.457,LLLLLLLL,LLLL
891,2025-02-20,16:24:41,0,+3.893,-0.456,LLLLLLLL,LLLL
892,2025-02-20,16:24:42,0,+3.893,-0.456,LLLLLLLL,LLLL
893,2025-02-20,16:24:43,0,+3.888,-0.456,LLLLLLLL,LLLL
894,2025-02-20,16:24:44,0,+3.888,-0.452,LLLLLLLL,LLLL
895,2025-02-20,16:24:45,0,+3.890,-0.457,LLLLLLLL,LLLL
896,2025-02-20,16:24:46,0,+3.892,-0.456,LLLLLLLL,LLLL
897,2025-02-20,16:24:47,0,+3.889,-0.459,LLLLLLLL,LLLL
898,2025-02-20,16:24:48,0,+3.890,-0.459,LLLLLLLL,LLLL
899,2025-02-20,16:24:49,0,+3.887,-0.458,LLLLLLLL,LLLL
900,2025-02-20,16:24:50,0,+3.888,-0.458,LLLLLLLL,LLLL
901,2025-02-20,16:24:51,0,+3.888,-0.460,LLLLLLLL,LLLL
902,2025-02-20,16:24:52,0,+3.888,-0.459,LLLLLLLL,LLLL
903,2025-02-20,16:24:53,0,+3.886,-0.454,LLLLLLLL,LLLL
904,2025-02-20,16:24:54,0,+3.888,-0.460,LLLLLLLL,LLLL
905,2025-02-20,16:24:55,0,+3.885,-0.458,LLLLLLLL,LLLL
906,2025-02-20,16:24:56,0,+3.883,-0.458,LLLLLLLL,LLLL
907,2025-02-20,16:24:57,0,+3.886,-0.458,LLLLLLLL,LLLL
908,2025-02-20,16:24:58,0,+3.888,-0.457,LLLLLLLL,LLLL
909,2025-02-20,16:24:59,0,+3.888,-0.457,LLLLLLLL,LLLL
910,2025-02-20,16:25:00,0,+3.885,-0.460,LLLLLLLL,LLLL
911,2025-02-20,16:25:01,0,+3.885,-0.457,LLLLLLLL,LLLL
912,2025-02-20,16:25:02,0,+3.884,-0.459,LLLLLLLL,LLLL
913,2025-02-20,16:25:03,0,+3.884,-0.456,LLLLLLLL,LLLL
914,2025-02-20,16:25:04,0,+3.885,-0.457,LLLLLLLL,LLLL
915,2025-02-20,16:25:05,0,+3.884,-0.456,LLLLLLLL,LLLL
916,2025-02-20,16:25:06,0,+3.882,-0.456,LLLLLLLL,LLLL
917,2025-02-20,16:25:07,0,+3.885,-0.457,LLLLLLLL,LLLL
918,2025-02-20,16:25:08,0,+3.885,-0.454,LLLLLLLL,LLLL
919,2025-02-20,16:25:09,0,+3.882,-0.458,LLLLLLLL,LLLL
920,2025-02-20,16:25:10,0,+3.881,-0.456,LLLLLLLL,LLLL
921,2025-02-20,16:25:11,0,+3.882,-0.456,LLLLLLLL,LLLL
922,2025-02-20,16:25:12,0,+3.881,-0.456,LLLLLLLL,LLLL
923,2025-02-20,16:25:13,0,+3.882,-0.457,LLLLLLLL,LLLL
924,2025-02-20,16:25:14,0,+3.881,-0.457,LLLLLLLL,LLLL
925,2025-02-20,16:25:15,0,+3.882,-0.458,LLLLLLLL,LLLL
926,2025-02-20,16:25:16,0,+3.878,-0.455,LLLLLLLL,LLLL
927,2025-02-20,16:25:17,0,+3.880,-0.457,LLLLLLLL,LLLL
928,2025-02-20,16:25:18,0,+3.880,-0.458,LLLLLLLL,LLLL
929,2025-02-20,16:25:19,0,+3.878,-0.456,LLLLLLLL,LLLL
930,2025-02-20,16:25:20,0,+3.880,-0.458,LLLLLLLL,LLLL
931,2025-02-20,16:25:21,0,+3.880,-0.455,LLLLLLLL,LLLL
932,2025-02-20,16:25:22,0,+3.880,-0.456,LLLLLLLL,LLLL
933,2025-02-20,16:25:23,0,+3.880,-0.456,LLLLLLLL,LLLL
934,2025-02-20,16:25:24,0,+3.881,-0.457,LLLLLLLL,LLLL
935,2025-02-20,16:25:25,0,+3.878,-0.455,LLLLLLLL,LLLL
936,2025-02-20,16:25:26,0,+3.878,-0.455,LLLLLLLL,LLLL
937,2025-02-20,16:25:27,0,+3.878,-0.453,LLLLLLLL,LLLL
938,2025-02-20,16:25:28,0,+3.878,-0.456,LLLLLLLL,LLLL
939,2025-02-20,16:25:29,0,+3.878,-0.458,LLLLLLLL,LLLL
940,2025-02-20,16:25:30,0,+3.875,-0.460,LLLLLLLL,LLLL
941,2025-02-20,16:25:31,0,+3.874,-0.458,LLLLLLLL,LLLL
942,2025-02-20,16:25:32,0,+3.872,-0.458,LLLLLLLL,LLLL
943,2025-02-20,16:25:33,0,+3.875,-0.457,LLLLLLLL,LLLL
944,2025-02-20,16:25:34,0,+3.872,-0.460,LLLLLLLL,LLLL
945,2025-02-20,16:25:35,0,+3.872,-0.456,LLLLLLLL,LLLL
946,2025-02-20,16:25:36,0,+3.871,-0.457,LLLLLLLL,LLLL
947,2025-02-20,16:25:37,0,+3.873,-0.460,LLLLLLLL,LLLL
948,2025-02-20,16:25:38,0,+3.873,-0.458,LLLLLLLL,LLLL
949,2025-02-20,16:25:39,0,+3.873,-0.458,LLLLLLLL,LLLL
950,2025-02-20,16:25:40,0,+3.873,-0.458,LLLLLLLL,LLLL
951,2025-02-20,16:25:41,0,+3.872,-0.458,LLLLLLLL,LLLL
952,2025-02-20,16:25:42,0,+3.873,-0.456,LLLLLLLL,LLLL
953,2025-02-20,16:25:43,0,+3.873,-0.458,LLLLLLLL,LLLL
954,2025-02-20,16:25:44,0,+3.872,-0.459,LLLLLLLL,LLLL
955,2025-02-20,16:25:45,0,+3.870,-0.454,LLLLLLLL,LLLL
956,2025-02-20,16:25:46,0,+3.871,-0.455,LLLLLLLL,LLLL
957,2025-02-20,16:25:47,0,+3.869,-0.457,LLLLLLLL,LLLL
958,2025-02-20,16:25:48,0,+3.871,-0.459,LLLLLLLL,LLLL
959,2025-02-20,16:25:49,0,+3.869,-0.458,LLLLLLLL,LLLL
960,2025-02-20,16:25:50,0,+3.870,-0.455,LLLLLLLL,LLLL
961,2025-02-20,16:25:51,0,+3.869,-0.455,LLLLLLLL,LLLL
962,2025-02-20,16:25:52,0,+3.870,-0.458,LLLLLLLL,LLLL
963,2025-02-20,16:25:53,0,+3.869,-0.456,LLLLLLLL,LLLL
964,2025-02-20,16:25:54,0,+3.871,-0.455,LLLLLLLL,LLLL
965,2025-02-20,16:25:55,0,+3.869,-0.457,LLLLLLLL,LLLL
966,2025-02-20,16:25:56,0,+3.866,-0.456,LLLLLLLL,LLLL
967,2025-02-20,16:25:57,0,+3.868,-0.457,LLLLLLLL,LLLL
968,2025-02-20,16:25:58,0,+3.866,-0.455,LLLLLLLL,LLLL
969,2025-02-20,16:25:59,0,+3.866,-0.457,LLLLLLLL,LLLL
970,2025-02-20,16:26:00,0,+3.866,-0.456,LLLLLLLL,LLLL
971,2025-02-20,16:26:01,0,+3.866,-0.457,LLLLLLLL,LLLL
972,2025-02-20,16:26:02,0,+3.868,-0.456,LLLLLLLL,LLLL
973,2025-02-20,16:26:03,0,+3.868,-0.457,LLLLLLLL,LLLL
974,2025-02-20,16:26:04,0,+3.868,-0.454,LLLLLLLL,LLLL
975,2025-02-20,16:26:05,0,+3.866,-0.454,LLLLLLLL,LLLL
976,2025-02-20,16:26:06,0,+3.865,-0.457,LLLLLLLL,LLLL
977,2025-02-20,16:26:07,0,+3.864,-0.456,LLLLLLLL,LLLL
978,2025-02-20,16:26:08,0,+3.866,-0.456,LLLLLLLL,LLLL
979,2025-02-20,16:26:09,0,+3.861,-0.456,LLLLLLLL,LLLL
980,2025-02-20,16:26:10,0,+3.861,-0.458,LLLLLLLL,LLLL
981,2025-02-20,16:26:11,0,+3.865,-0.456,LLLLLLLL,LLLL
982,2025-02-20,16:26:12,0,+3.862,-0.458,LLLLLLLL,LLLL
983,2025-02-20,16:26:13,0,+3.861,-0.458,LLLLLLLL,LLLL
984,2025-02-20,16:26:14,0,+3.859,-0.458,LLLLLLLL,LLLL
985,2025-02-20,16:26:15,0,+3.859,-0.457,LLLLLLLL,LLLL
986,2025-02-20,16:26:16,0,+3.861,-0.460,LLLLLLLL,LLLL
987,2025-02-20,16:26:17,0,+3.861,-0.456,LLLLLLLL,LLLL
988,2025-02-20,16:26:18,0,+3.861,-0.457,LLLLLLLL,LLLL
989,2025-02-20,16:26:19,0,+3.859,-0.457,LLLLLLLL,LLLL
990,2025-02-20,16:26:20,0,+3.861,-0.456,LLLLLLLL,LLLL
991,2025-02-20,16:26:21,0,+3.857,-0.458,LLLLLLLL,LLLL
992,2025-02-20,16:26:22,0,+3.860,-0.457,LLLLLLLL,LLLL
993,2025-02-20,16:26:23,0,+3.860,-0.458,LLLLLLLL,LLLL
994,2025-02-20,16:26:24,0,+3.857,-0.456,LLLLLLLL,LLLL
995,2025-02-20,16:26:25,0,+3.858,-0.459,LLLLLLLL,LLLL
996,2025-02-20,16:26:26,0,+3.857,-0.457,LLLLLLLL,LLLL
997,2025-02-20,16:26:27,0,+3.857,-0.456,LLLLLLLL,LLLL
998,2025-02-20,16:26:28,0,+3.857,-0.456,LLLLLLLL,LLLL
999,2025-02-20,16:26:29,0,+3.857,-0.456,LLLLLLLL,LLLL
1000,2025-02-20,16:26:30,0,+3.857,-0.456,LLLLLLLL,LLLL
1001,2025-02-20,16:26:31,0,+3.859,-0.459,LLLLLLLL,LLLL
1002,2025-02-20,16:26:32,0,+3.857,-0.458,LLLLLLLL,LLLL
1003,2025-02-20,16:26:33,0,+3.857,-0.457,LLLLLLLL,LLLL
1004,2025-02-20,16:26:34,0,+3.857,-0.456,LLLLLLLL,LLLL
1005,2025-02-20,16:26:35,0,+3.854,-0.457,LLLLLLLL,LLLL
1006,2025-02-20,16:26:36,0,+3.854,-0.458,LLLLLLLL,LLLL
1007,2025-02-20,16:26:37,0,+3.854,-0.456,LLLLLLLL,LLLL
1008,2025-02-20,16:26:38,0,+3.854,-0.459,LLLLLLLL,LLLL
1009,2025-02-20,16:26:39,0,+3.853,-0.457,LLLLLLLL,LLLL
1010,2025-02-20,16:26:40,0,+3.852,-0.459,LLLLLLLL,LLLL
1011,2025-02-20,16:26:41,0,+3.853,-0.457,LLLLLLLL,LLLL
1012,2025-02-20,16:26:42,0,+3.849,-0.458,LLLLLLLL,LLLL
1013,2025-02-20,16:26:43,0,+3.852,-0.457,LLLLLLLL,LLLL
1014,2025-02-20,16:26:44,0,+3.849,-0.459,LLLLLLLL,LLLL
1015,2025-02-20,16:26:45,0,+3.849,-0.457,LLLLLLLL,LLLL
1016,2025-02-20,16:26:46,0,+3.851,-0.457,LLLLLLLL,LLLL
1017,2025-02-20,16:26:47,0,+3.853,-0.456,LLLLLLLL,LLLL
1018,2025-02-20,16:26:48,0,+3.852,-0.456,LLLLLLLL,LLLL
1019,2025-02-20,16:26:49,0,+3.849,-0.457,LLLLLLLL,LLLL
1020,2025-02-20,16:26:50,0,+3.850,-0.458,LLLLLLLL,LLLL
1021,2025-02-20,16:26:51,0,+3.850,-0.459,LLLLLLLL,LLLL
1022,2025-02-20,16:26:52,0,+3.849,-0.456,LLLLLLLL,LLLL
1023,2025-02-20,16:26:53,0,+3.849,-0.455,LLLLLLLL,LLLL
1024,2025-02-20,16:26:54,0,+3.850,-0.457,LLLLLLLL,LLLL
1025,2025-02-20,16:26:55,0,+3.846,-0.456,LLLLLLLL,LLLL
1026,2025-02-20,16:26:56,0,+3.849,-0.456,LLLLLLLL,LLLL
1027,2025-02-20,16:26:57,0,+3.849,-0.458,LLLLLLLL,LLLL
1028,2025-02-20,16:26:58,0,+3.845,-0.461,LLLLLLLL,LLLL
1029,2025-02-20,16:26:59,0,+3.845,-0.457,LLLLLLLL,LLLL
1030,2025-02-20,16:27:00,0,+3.847,-0.456,LLLLLLLL,LLLL
1031,2025-02-20,16:27:01,0,+3.848,-0.457,LLLLLLLL,LLLL
1032,2025-02-20,16:27:02,0,+3.847,-0.456,LLLLLLLL,LLLL
1033,2025-02-20,16:27:03,0,+3.849,-0.457,LLLLLLLL,LLLL
1034,2025-02-20,16:27:04,0,+3.847,-0.455,LLLLLLLL,LLLL
1035,2025-02-20,16:27:05,0,+3.848,-0.458,LLLLLLLL,LLLL
1036,2025-02-20,16:27:06,0,+3.845,-0.457,LLLLLLLL,LLLL
1037,2025-02-20,16:27:07,0,+3.845,-0.458,LLLLLLLL,LLLL
1038,2025-02-20,16:27:08,0,+3.845,-0.458,LLLLLLLL,LLLL
1039,2025-02-20,16:27:09,0,+3.846,-0.456,LLLLLLLL,LLLL
1040,2025-02-20,16:27:10,0,+3.845,-0.458,LLLLLLLL,LLLL
1041,2025-02-20,16:27:11,0,+3.845,-0.460,LLLLLLLL,LLLL
1042,2025-02-20,16:27:12,0,+3.844,-0.458,LLLLLLLL,LLLL
1043,2025-02-20,16:27:13,0,+3.844,-0.458,LLLLLLLL,LLLL
1044,2025-02-20,16:27:14,0,+3.842,-0.459,LLLLLLLL,LLLL
1045,2025-02-20,16:27:15,0,+3.843,-0.459,LLLLLLLL,LLLL
1046,2025-02-20,16:27:16,0,+3.840,-0.458,LLLLLLLL,LLLL
1047,2025-02-20,16:27:17,0,+3.841,-0.457,LLLLLLLL,LLLL
1048,2025-02-20,16:27:18,0,+3.841,-0.458,LLLLLLLL,LLLL
1049,2025-02-20,16:27:19,0,+3.837,-0.454,LLLLLLLL,LLLL
1050,2025-02-20,16:27:20,0,+3.841,-0.458,LLLLLLLL,LLLL
1051,2025-02-20,16:27:21,0,+3.840,-0.458,LLLLLLLL,LLLL
1052,2025-02-20,16:27:22,0,+3.840,-0.455,LLLLLLLL,LLLL
1053,2025-02-20,16:27:23,0,+3.840,-0.457,LLLLLLLL,LLLL
1054,2025-02-20,16:27:24,0,+3.840,-0.457,LLLLLLLL,LLLL
1055,2025-02-20,16:27:25,0,+3.838,-0.458,LLLLLLLL,LLLL
1056,2025-02-20,16:27:26,0,+3.841,-0.459,LLLLLLLL,LLLL
1057,2025-02-20,16:27:27,0,+3.838,-0.459,LLLLLLLL,LLLL
1058,2025-02-20,16:27:28,0,+3.839,-0.456,LLLLLLLL,LLLL
1059,2025-02-20,16:27:29,0,+3.837,-0.457,LLLLLLLL,LLLL
1060,2025-02-20,16:27:30,0,+3.838,-0.457,LLLLLLLL,LLLL
1061,2025-02-20,16:27:31,0,+3.840,-0.454,LLLLLLLL,LLLL
1062,2025-02-20,16:27:32,0,+3.837,-0.458,LLLLLLLL,LLLL
1063,2025-02-20,16:27:33,0,+3.837,-0.455,LLLLLLLL,LLLL
1064,2025-02-20,16:27:34,0,+3.836,-0.460,LLLLLLLL,LLLL
1065,2025-02-20,16:27:35,0,+3.837,-0.457,LLLLLLLL,LLLL
1066,2025-02-20,16:27:36,0,+3.837,-0.459,LLLLLLLL,LLLL
1067,2025-02-20,16:27:37,0,+3.833,-0.455,LLLLLLLL,LLLL
1068,2025-02-20,16:27:38,0,+3.836,-0.457,LLLLLLLL,LLLL
1069,2025-02-20,16:27:39,0,+3.837,-0.456,LLLLLLLL,LLLL
1070,2025-02-20,16:27:40,0,+3.834,-0.456,LLLLLLLL,LLLL
1071,2025-02-20,16:27:41,0,+3.833,-0.458,LLLLLLLL,LLLL
1072,2025-02-20,16:27:42,0,+3.834,-0.458,LLLLLLLL,LLLL
1073,2025-02-20,16:27:43,0,+3.834,-0.455,LLLLLLLL,LLLL
1074,2025-02-20,16:27:44,0,+3.837,-0.455,LLLLLLLL,LLLL
1075,2025-02-20,16:27:45,0,+3.833,-0.459,LLLLLLLL,LLLL
1076,2025-02-20,16:27:46,0,+3.832,-0.460,LLLLLLLL,LLLL
1077,2025-02-20,16:27:47,0,+3.831,-0.458,LLLLLLLL,LLLL
1078,2025-02-20,16:27:48,0,+3.833,-0.460,LLLLLLLL,LLLL
1079,2025-02-20,16:27:49,0,+3.831,-0.458,LLLLLLLL,LLLL
1080,2025-02-20,16:27:50,0,+3.831,-0.456,LLLLLLLL,LLLL
1081,2025-02-20,16:27:51,0,+3.833,-0.459,LLLLLLLL,LLLL
1082,2025-02-20,16:27:52,0,+3.832,-0.459,LLLLLLLL,LLLL
1083,2025-02-20,16:27:53,0,+3.831,-0.456,LLLLLLLL,LLLL
1084,2025-02-20,16:27:54,0,+3.833,-0.456,LLLLLLLL,LLLL
1085,2025-02-20,16:27:55,0,+3.832,-0.457,LLLLLLLL,LLLL
1086,2025-02-20,16:27:56,0,+3.830,-0.460,LLLLLLLL,LLLL
1087,2025-02-20,16:27:57,0,+3.830,-0.457,LLLLLLLL,LLLL
1088,2025-02-20,16:27:58,0,+3.831,-0.457,LLLLLLLL,LLLL
1089,2025-02-20,16:27:59,0,+3.829,-0.456,LLLLLLLL,LLLL
1090,2025-02-20,16:28:00,0,+3.828,-0.458,LLLLLLLL,LLLL
1091,2025-02-20,16:28:01,0,+3.830,-0.456,LLLLLLLL,LLLL
1092,2025-02-20,16:28:02,0,+3.829,-0.455,LLLLLLLL,LLLL
1093,2025-02-20,16:28:03,0,+3.829,-0.455,LLLLLLLL,LLLL
1094,2025-02-20,16:28:04,0,+3.828,-0.460,LLLLLLLL,LLLL
1095,2025-02-20,16:28:05,0,+3.830,-0.459,LLLLLLLL,LLLL
1096,2025-02-20,16:28:06,0,+3.828,-0.457,LLLLLLLL,LLLL
1097,2025-02-20,16:28:07,0,+3.826,-0.459,LLLLLLLL,LLLL
1098,2025-02-20,16:28:08,0,+3.826,-0.457,LLLLLLLL,LLLL
1099,2025-02-20,16:28:09,0,+3.827,-0.458,LLLLLLLL,LLLL
1100,2025-02-20,16:28:10,0,+3.827,-0.458,LLLLLLLL,LLLL
1101,2025-02-20,16:28:11,0,+3.828,-0.457,LLLLLLLL,LLLL
1102,2025-02-20,16:28:12,0,+3.825,-0.458,LLLLLLLL,LLLL
1103,2025-02-20,16:28:13,0,+3.826,-0.456,LLLLLLLL,LLLL
1104,2025-02-20,16:28:14,0,+3.825,-0.456,LLLLLLLL,LLLL
1105,2025-02-20,16:28:15,0,+3.825,-0.460,LLLLLLLL,LLLL
1106,2025-02-20,16:28:16,0,+3.824,-0.458,LLLLLLLL,LLLL
1107,2025-02-20,16:28:17,0,+3.825,-0.457,LLLLLLLL,LLLL
1108,2025-02-20,16:28:18,0,+3.825,-0.459,LLLLLLLL,LLLL
1109,2025-02-20,16:28:19,0,+3.822,-0.458,LLLLLLLL,LLLL
1110,2025-02-20,16:28:20,0,+3.824,-0.455,LLLLLLLL,LLLL
1111,2025-02-20,16:28:21,0,+3.821,-0.459,LLLLLLLL,LLLL
1112,2025-02-20,16:28:22,0,+3.821,-0.454,LLLLLLLL,LLLL
1113,2025-02-20,16:28:23,0,+3.822,-0.457,LLLLLLLL,LLLL
1114,2025-02-20,16:28:24,0,+3.823,-0.456,LLLLLLLL,LLLL
1115,2025-02-20,16:28:25,0,+3.825,-0.456,LLLLLLLL,LLLL
1116,2025-02-20,16:28:26,0,+3.821,-0.459,LLLLLLLL,LLLL
1117,2025-02-20,16:28:27,0,+3.823,-0.460,LLLLLLLL,LLLL
1118,2025-02-20,16:28:28,0,+3.817,-0.457,LLLLLLLL,LLLL
1119,2025-02-20,16:28:29,0,+3.825,-0.459,LLLLLLLL,LLLL
1120,2025-02-20,16:28:30,0,+3.821,-0.456,LLLLLLLL,LLLL
1121,2025-02-20,16:28:31,0,+3.820,-0.456,LLLLLLLL,LLLL
1122,2025-02-20,16:28:32,0,+3.818,-0.457,LLLLLLLL,LLLL
1123,2025-02-20,16:28:33,0,+3.821,-0.456,LLLLLLLL,LLLL
1124,2025-02-20,16:28:34,0,+3.818,-0.455,LLLLLLLL,LLLL
1125,2025-02-20,16:28:35,0,+3.819,-0.457,LLLLLLLL,LLLL
1126,2025-02-20,16:28:36,0,+3.821,-0.456,LLLLLLLL,LLLL
1127,2025-02-20,16:28:37,0,+3.820,-0.456,LLLLLLLL,LLLL
1128,2025-02-20,16:28:38,0,+3.815,-0.461,LLLLLLLL,LLLL
1129,2025-02-20,16:28:39,0,+3.818,-0.461,LLLLLLLL,LLLL
1130,2025-02-20,16:28:40,0,+3.818,-0.457,LLLLLLLL,LLLL
1131,2025-02-20,16:28:41,0,+3.813,-0.458,LLLLLLLL,LLLL
1132,2025-02-20,16:28:42,0,+3.820,-0.458,LLLLLLLL,LLLL
1133,2025-02-20,16:28:43,0,+3.817,-0.457,LLLLLLLL,LLLL
1134,2025-02-20,16:28:44,0,+3.812,-0.456,LLLLLLLL,LLLL
1135,2025-02-20,16:28:45,0,+3.814,-0.457,LLLLLLLL,LLLL
1136,2025-02-20,16:28:46,0,+3.813,-0.456,LLLLLLLL,LLLL
1137,2025-02-20,16:28:47,0,+3.813,-0.458,LLLLLLLL,LLLL
1138,2025-02-20,16:28:48,0,+3.813,-0.454,LLLLLLLL,LLLL
1139,2025-02-20,16:28:49,0,+3.813,-0.458,LLLLLLLL,LLLL
1140,2025-02-20,16:28:50,0,+3.813,-0.458,LLLLLLLL,LLLL
1141,2025-02-20,16:28:51,0,+3.814,-0.456,LLLLLLLL,LLLL
1142,2025-02-20,16:28:52,0,+3.814,-0.458,LLLLLLLL,LLLL
1143,2025-02-20,16:28:53,0,+3.814,-0.458,LLLLLLLL,LLLL
1144,2025-02-20,16:28:54,0,+3.813,-0.458,LLLLLLLL,LLLL
1145,2025-02-20,16:28:55,0,+3.814,-0.456,LLLLLLLL,LLLL
1146,2025-02-20,16:28:56,0,+3.813,-0.458,LLLLLLLL,LLLL
1147,2025-02-20,16:28:57,0,+3.813,-0.456,LLLLLLLL,LLLL
1148,2025-02-20,16:28:58,0,+3.813,-0.457,LLLLLLLL,LLLL
1149,2025-02-20,16:28:59,0,+3.809,-0.456,LLLLLLLL,LLLL
1150,2025-02-20,16:29:00,0,+3.813,-0.457,LLLLLLLL,LLLL
1151,2025-02-20,16:29:01,0,+3.812,-0.456,LLLLLLLL,LLLL
1152,2025-02-20,16:29:02,0,+3.812,-0.458,LLLLLLLL,LLLL
1153,2025-02-20,16:29:03,0,+3.811,-0.457,LLLLLLLL,LLLL
1154,2025-02-20,16:29:04,0,+3.811,-0.457,LLLLLLLL,LLLL
1155,2025-02-20,16:29:05,0,+3.812,-0.458,LLLLLLLL,LLLL
1156,2025-02-20,16:29:06,0,+3.811,-0.458,LLLLLLLL,LLLL
1157,2025-02-20,16:29:07,0,+3.811,-0.459,LLLLLLLL,LLLL
1158,2025-02-20,16:29:08,0,+3.811,-0.455,LLLLLLLL,LLLL
1159,2025-02-20,16:29:09,0,+3.811,-0.456,LLLLLLLL,LLLL
1160,2025-02-20,16:29:10,0,+3.809,-0.457,LLLLLLLL,LLLL
1161,2025-02-20,16:29:11,0,+3.806,-0.458,LLLLLLLL,LLLL
1162,2025-02-20,16:29:12,0,+3.808,-0.458,LLLLLLLL,LLLL
1163,2025-02-20,16:29:13,0,+3.808,-0.458,LLLLLLLL,LLLL
1164,2025-02-20,16:29:14,0,+3.809,-0.456,LLLLLLLL,LLLL
1165,2025-02-20,16:29:15,0,+3.808,-0.458,LLLLLLLL,LLLL
1166,2025-02-20,16:29:16,0,+3.808,-0.458,LLLLLLLL,LLLL
