Vendor,GRAPHTEC Corporation
Model,"GL980"
Version,"Ver1.38"
MaxCH,8
Logic/Pulse,Off
Sampling interval,1s
Total Data Points,3640      
Trigger,0         
Start time,2025-02-20,16:09:51
End time,2025-02-20,17:10:30
Trigger time,2025-02-20,16:09:51
AMP settings
CH,SignalName,Amp,Input,Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1,"V_batt",M,DC,10V,50KHz,+5.000,-5.000, V,28,5,6,0
CH2,"I_batt",M,DC,10V,50KHz,+5.000,-5.000, V,0,13,23,0
CH,SignalName,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date,Time,ms,CH1,CH2,Alarm1-8,AlarmOut
NO.,Date,Time,ms," V"," V","A12345678","AO1234"
1167,2025-02-20,16:29:17,0,+3.807,-0.456,LLLLLLLL,LLLL
1168,2025-02-20,16:29:18,0,+3.808,-0.454,LLLLLLLL,LLLL
1169,2025-02-20,16:29:19,0,+3.808,-0.456,LLLLLLLL,LLLL
1170,2025-02-20,16:29:20,0,+3.808,-0.456,LLLLLLLL,LLLL
1171,2025-02-20,16:29:21,0,+3.807,-0.458,LLLLLLLL,LLLL
1172,2025-02-20,16:29:22,0,+3.808,-0.456,LLLLLLLL,LLLL
1173,2025-02-20,16:29:23,0,+3.805,-0.458,LLLLLLLL,LLLL
1174,2025-02-20,16:29:24,0,+3.806,-0.457,LLLLLLLL,LLLL
1175,2025-02-20,16:29:25,0,+3.804,-0.457,LLLLLLLL,LLLL
1176,2025-02-20,16:29:26,0,+3.804,-0.458,LLLLLLLL,LLLL
1177,2025-02-20,16:29:27,0,+3.804,-0.458,LLLLLLLL,LLLL
1178,2025-02-20,16:29:28,0,+3.805,-0.457,LLLLLLLL,LLLL
1179,2025-02-20,16:29:29,0,+3.803,-0.459,LLLLLLLL,LLLL
1180,2025-02-20,16:29:30,0,+3.804,-0.458,LLLLLLLL,LLLL
1181,2025-02-20,16:29:31,0,+3.804,-0.457,LLLLLLLL,LLLL
1182,2025-02-20,16:29:32,0,+3.803,-0.456,LLLLLLLL,LLLL
1183,2025-02-20,16:29:33,0,+3.804,-0.459,LLLLLLLL,LLLL
1184,2025-02-20,16:29:34,0,+3.803,-0.457,LLLLLLLL,LLLL
1185,2025-02-20,16:29:35,0,+3.804,-0.458,LLLLLLLL,LLLL
1186,2025-02-20,16:29:36,0,+3.804,-0.459,LLLLLLLL,LLLL
1187,2025-02-20,16:29:37,0,+3.804,-0.456,LLLLLLLL,LLLL
1188,2025-02-20,16:29:38,0,+3.803,-0.459,LLLLLLLL,LLLL
1189,2025-02-20,16:29:39,0,+3.801,-0.458,LLLLLLLL,LLLL
1190,2025-02-20,16:29:40,0,+3.802,-0.458,LLLLLLLL,LLLL
1191,2025-02-20,16:29:41,0,+3.801,-0.457,LLLLLLLL,LLLL
1192,2025-02-20,16:29:42,0,+3.801,-0.457,LLLLLLLL,LLLL
1193,2025-02-20,16:29:43,0,+3.798,-0.457,LLLLLLLL,LLLL
1194,2025-02-20,16:29:44,0,+3.800,-0.458,LLLLLLLL,LLLL
1195,2025-02-20,16:29:45,0,+3.800,-0.458,LLLLLLLL,LLLL
1196,2025-02-20,16:29:46,0,+3.800,-0.457,LLLLLLLL,LLLL
1197,2025-02-20,16:29:47,0,+3.799,-0.457,LLLLLLLL,LLLL
1198,2025-02-20,16:29:48,0,+3.800,-0.455,LLLLLLLL,LLLL
1199,2025-02-20,16:29:49,0,+3.800,-0.457,LLLLLLLL,LLLL
1200,2025-02-20,16:29:50,0,+3.799,-0.454,LLLLLLLL,LLLL
1201,2025-02-20,16:29:51,0,+3.800,-0.457,LLLLLLLL,LLLL
1202,2025-02-20,16:29:52,0,+3.800,-0.457,LLLLLLLL,LLLL
1203,2025-02-20,16:29:53,0,+3.800,-0.458,LLLLLLLL,LLLL
1204,2025-02-20,16:29:54,0,+3.797,-0.459,LLLLLLLL,LLLL
1205,2025-02-20,16:29:55,0,+3.800,-0.461,LLLLLLLL,LLLL
1206,2025-02-20,16:29:56,0,+3.799,-0.459,LLLLLLLL,LLLL
1207,2025-02-20,16:29:57,0,+3.796,-0.458,LLLLLLLL,LLLL
1208,2025-02-20,16:29:58,0,+3.799,-0.458,LLLLLLLL,LLLL
1209,2025-02-20,16:29:59,0,+3.796,-0.458,LLLLLLLL,LLLL
1210,2025-02-20,16:30:00,0,+3.797,-0.457,LLLLLLLL,LLLL
1211,2025-02-20,16:30:01,0,+3.794,-0.459,LLLLLLLL,LLLL
1212,2025-02-20,16:30:02,0,+3.794,-0.456,LLLLLLLL,LLLL
1213,2025-02-20,16:30:03,0,+3.796,-0.458,LLLLLLLL,LLLL
1214,2025-02-20,16:30:04,0,+3.795,-0.458,LLLLLLLL,LLLL
1215,2025-02-20,16:30:05,0,+3.796,-0.458,LLLLLLLL,LLLL
1216,2025-02-20,16:30:06,0,+3.796,-0.462,LLLLLLLL,LLLL
1217,2025-02-20,16:30:07,0,+3.796,-0.459,LLLLLLLL,LLLL
1218,2025-02-20,16:30:08,0,+3.793,-0.457,LLLLLLLL,LLLL
1219,2025-02-20,16:30:09,0,+3.795,-0.457,LLLLLLLL,LLLL
1220,2025-02-20,16:30:10,0,+3.794,-0.455,LLLLLLLL,LLLL
1221,2025-02-20,16:30:11,0,+3.794,-0.453,LLLLLLLL,LLLL
1222,2025-02-20,16:30:12,0,+3.794,-0.456,LLLLLLLL,LLLL
1223,2025-02-20,16:30:13,0,+3.794,-0.458,LLLLLLLL,LLLL
1224,2025-02-20,16:30:14,0,+3.794,-0.456,LLLLLLLL,LLLL
1225,2025-02-20,16:30:15,0,+3.792,-0.456,LLLLLLLL,LLLL
1226,2025-02-20,16:30:16,0,+3.793,-0.459,LLLLLLLL,LLLL
1227,2025-02-20,16:30:17,0,+3.793,-0.456,LLLLLLLL,LLLL
1228,2025-02-20,16:30:18,0,+3.792,-0.456,LLLLLLLL,LLLL
1229,2025-02-20,16:30:19,0,+3.793,-0.460,LLLLLLLL,LLLL
1230,2025-02-20,16:30:20,0,+3.792,-0.458,LLLLLLLL,LLLL
1231,2025-02-20,16:30:21,0,+3.792,-0.459,LLLLLLLL,LLLL
1232,2025-02-20,16:30:22,0,+3.792,-0.457,LLLLLLLL,LLLL
1233,2025-02-20,16:30:23,0,+3.793,-0.456,LLLLLLLL,LLLL
1234,2025-02-20,16:30:24,0,+3.792,-0.456,LLLLLLLL,LLLL
1235,2025-02-20,16:30:25,0,+3.794,-0.458,LLLLLLLL,LLLL
1236,2025-02-20,16:30:26,0,+3.791,-0.457,LLLLLLLL,LLLL
1237,2025-02-20,16:30:27,0,+3.790,-0.457,LLLLLLLL,LLLL
1238,2025-02-20,16:30:28,0,+3.792,-0.458,LLLLLLLL,LLLL
1239,2025-02-20,16:30:29,0,+3.791,-0.458,LLLLLLLL,LLLL
1240,2025-02-20,16:30:30,0,+3.790,-0.457,LLLLLLLL,LLLL
1241,2025-02-20,16:30:31,0,+3.790,-0.458,LLLLLLLL,LLLL
1242,2025-02-20,16:30:32,0,+3.788,-0.458,LLLLLLLL,LLLL
1243,2025-02-20,16:30:33,0,+3.787,-0.458,LLLLLLLL,LLLL
1244,2025-02-20,16:30:34,0,+3.789,-0.458,LLLLLLLL,LLLL
1245,2025-02-20,16:30:35,0,+3.787,-0.455,LLLLLLLL,LLLL
1246,2025-02-20,16:30:36,0,+3.788,-0.458,LLLLLLLL,LLLL
1247,2025-02-20,16:30:37,0,+3.788,-0.458,LLLLLLLL,LLLL
1248,2025-02-20,16:30:38,0,+3.789,-0.456,LLLLLLLL,LLLL
1249,2025-02-20,16:30:39,0,+3.787,-0.456,LLLLLLLL,LLLL
1250,2025-02-20,16:30:40,0,+3.785,-0.457,LLLLLLLL,LLLL
1251,2025-02-20,16:30:41,0,+3.790,-0.458,LLLLLLLL,LLLL
1252,2025-02-20,16:30:42,0,+3.788,-0.458,LLLLLLLL,LLLL
1253,2025-02-20,16:30:43,0,+3.785,-0.458,LLLLLLLL,LLLL
1254,2025-02-20,16:30:44,0,+3.785,-0.458,LLLLLLLL,LLLL
1255,2025-02-20,16:30:45,0,+3.786,-0.458,LLLLLLLL,LLLL
1256,2025-02-20,16:30:46,0,+3.787,-0.457,LLLLLLLL,LLLL
1257,2025-02-20,16:30:47,0,+3.784,-0.458,LLLLLLLL,LLLL
1258,2025-02-20,16:30:48,0,+3.784,-0.458,LLLLLLLL,LLLL
1259,2025-02-20,16:30:49,0,+3.787,-0.459,LLLLLLLL,LLLL
1260,2025-02-20,16:30:50,0,+3.785,-0.457,LLLLLLLL,LLLL
1261,2025-02-20,16:30:51,0,+3.783,-0.457,LLLLLLLL,LLLL
1262,2025-02-20,16:30:52,0,+3.784,-0.458,LLLLLLLL,LLLL
1263,2025-02-20,16:30:53,0,+3.784,-0.459,LLLLLLLL,LLLL
1264,2025-02-20,16:30:54,0,+3.788,-0.456,LLLLLLLL,LLLL
1265,2025-02-20,16:30:55,0,+3.784,-0.456,LLLLLLLL,LLLL
1266,2025-02-20,16:30:56,0,+3.784,-0.456,LLLLLLLL,LLLL
1267,2025-02-20,16:30:57,0,+3.784,-0.458,LLLLLLLL,LLLL
1268,2025-02-20,16:30:58,0,+3.783,-0.455,LLLLLLLL,LLLL
1269,2025-02-20,16:30:59,0,+3.780,-0.456,LLLLLLLL,LLLL
1270,2025-02-20,16:31:00,0,+3.784,-0.459,LLLLLLLL,LLLL
1271,2025-02-20,16:31:01,0,+3.781,-0.458,LLLLLLLL,LLLL
1272,2025-02-20,16:31:02,0,+3.782,-0.456,LLLLLLLL,LLLL
1273,2025-02-20,16:31:03,0,+3.784,-0.457,LLLLLLLL,LLLL
1274,2025-02-20,16:31:04,0,+3.783,-0.458,LLLLLLLL,LLLL
1275,2025-02-20,16:31:05,0,+3.784,-0.457,LLLLLLLL,LLLL
1276,2025-02-20,16:31:06,0,+3.782,-0.458,LLLLLLLL,LLLL
1277,2025-02-20,16:31:07,0,+3.780,-0.460,LLLLLLLL,LLLL
1278,2025-02-20,16:31:08,0,+3.781,-0.459,LLLLLLLL,LLLL
1279,2025-02-20,16:31:09,0,+3.779,-0.456,LLLLLLLL,LLLL
1280,2025-02-20,16:31:10,0,+3.780,-0.458,LLLLLLLL,LLLL
1281,2025-02-20,16:31:11,0,+3.782,-0.457,LLLLLLLL,LLLL
1282,2025-02-20,16:31:12,0,+3.780,-0.457,LLLLLLLL,LLLL
1283,2025-02-20,16:31:13,0,+3.780,-0.456,LLLLLLLL,LLLL
1284,2025-02-20,16:31:14,0,+3.783,-0.456,LLLLLLLL,LLLL
1285,2025-02-20,16:31:15,0,+3.780,-0.458,LLLLLLLL,LLLL
1286,2025-02-20,16:31:16,0,+3.778,-0.456,LLLLLLLL,LLLL
1287,2025-02-20,16:31:17,0,+3.780,-0.457,LLLLLLLL,LLLL
1288,2025-02-20,16:31:18,0,+3.779,-0.458,LLLLLLLL,LLLL
1289,2025-02-20,16:31:19,0,+3.779,-0.458,LLLLLLLL,LLLL
1290,2025-02-20,16:31:20,0,+3.780,-0.456,LLLLLLLL,LLLL
1291,2025-02-20,16:31:21,0,+3.780,-0.459,LLLLLLLL,LLLL
1292,2025-02-20,16:31:22,0,+3.778,-0.458,LLLLLLLL,LLLL
1293,2025-02-20,16:31:23,0,+3.777,-0.456,LLLLLLLL,LLLL
1294,2025-02-20,16:31:24,0,+3.776,-0.454,LLLLLLLL,LLLL
1295,2025-02-20,16:31:25,0,+3.779,-0.458,LLLLLLLL,LLLL
1296,2025-02-20,16:31:26,0,+3.777,-0.457,LLLLLLLL,LLLL
1297,2025-02-20,16:31:27,0,+3.776,-0.456,LLLLLLLL,LLLL
1298,2025-02-20,16:31:28,0,+3.777,-0.458,LLLLLLLL,LLLL
1299,2025-02-20,16:31:29,0,+3.776,-0.456,LLLLLLLL,LLLL
1300,2025-02-20,16:31:30,0,+3.777,-0.458,LLLLLLLL,LLLL
1301,2025-02-20,16:31:31,0,+3.776,-0.458,LLLLLLLL,LLLL
1302,2025-02-20,16:31:32,0,+3.776,-0.456,LLLLLLLL,LLLL
1303,2025-02-20,16:31:33,0,+3.775,-0.458,LLLLLLLL,LLLL
1304,2025-02-20,16:31:34,0,+3.776,-0.458,LLLLLLLL,LLLL
1305,2025-02-20,16:31:35,0,+3.777,-0.459,LLLLLLLL,LLLL
1306,2025-02-20,16:31:36,0,+3.776,-0.458,LLLLLLLL,LLLL
1307,2025-02-20,16:31:37,0,+3.773,-0.455,LLLLLLLL,LLLL
1308,2025-02-20,16:31:38,0,+3.776,-0.460,LLLLLLLL,LLLL
1309,2025-02-20,16:31:39,0,+3.774,-0.457,LLLLLLLL,LLLL
1310,2025-02-20,16:31:40,0,+3.775,-0.458,LLLLLLLL,LLLL
1311,2025-02-20,16:31:41,0,+3.773,-0.458,LLLLLLLL,LLLL
1312,2025-02-20,16:31:42,0,+3.775,-0.456,LLLLLLLL,LLLL
1313,2025-02-20,16:31:43,0,+3.773,-0.458,LLLLLLLL,LLLL
1314,2025-02-20,16:31:44,0,+3.770,-0.458,LLLLLLLL,LLLL
1315,2025-02-20,16:31:45,0,+3.772,-0.458,LLLLLLLL,LLLL
1316,2025-02-20,16:31:46,0,+3.771,-0.458,LLLLLLLL,LLLL
1317,2025-02-20,16:31:47,0,+3.773,-0.456,LLLLLLLL,LLLL
1318,2025-02-20,16:31:48,0,+3.770,-0.457,LLLLLLLL,LLLL
1319,2025-02-20,16:31:49,0,+3.771,-0.461,LLLLLLLL,LLLL
1320,2025-02-20,16:31:50,0,+3.771,-0.459,LLLLLLLL,LLLL
1321,2025-02-20,16:31:51,0,+3.772,-0.457,LLLLLLLL,LLLL
1322,2025-02-20,16:31:52,0,+3.772,-0.457,LLLLLLLL,LLLL
1323,2025-02-20,16:31:53,0,+3.770,-0.458,LLLLLLLL,LLLL
1324,2025-02-20,16:31:54,0,+3.772,-0.458,LLLLLLLL,LLLL
1325,2025-02-20,16:31:55,0,+3.773,-0.457,LLLLLLLL,LLLL
1326,2025-02-20,16:31:56,0,+3.770,-0.456,LLLLLLLL,LLLL
1327,2025-02-20,16:31:57,0,+3.771,-0.457,LLLLLLLL,LLLL
1328,2025-02-20,16:31:58,0,+3.769,-0.458,LLLLLLLL,LLLL
1329,2025-02-20,16:31:59,0,+3.768,-0.456,LLLLLLLL,LLLL
1330,2025-02-20,16:32:00,0,+3.768,-0.456,LLLLLLLL,LLLL
1331,2025-02-20,16:32:01,0,+3.768,-0.460,LLLLLLLL,LLLL
1332,2025-02-20,16:32:02,0,+3.768,-0.457,LLLLLLLL,LLLL
1333,2025-02-20,16:32:03,0,+3.767,-0.457,LLLLLLLL,LLLL
1334,2025-02-20,16:32:04,0,+3.765,-0.458,LLLLLLLL,LLLL
1335,2025-02-20,16:32:05,0,+3.764,-0.459,LLLLLLLL,LLLL
1336,2025-02-20,16:32:06,0,+3.765,-0.457,LLLLLLLL,LLLL
1337,2025-02-20,16:32:07,0,+3.765,-0.459,LLLLLLLL,LLLL
1338,2025-02-20,16:32:08,0,+3.765,-0.457,LLLLLLLL,LLLL
1339,2025-02-20,16:32:09,0,+3.763,-0.454,LLLLLLLL,LLLL
1340,2025-02-20,16:32:10,0,+3.763,-0.459,LLLLLLLL,LLLL
1341,2025-02-20,16:32:11,0,+3.765,-0.458,LLLLLLLL,LLLL
1342,2025-02-20,16:32:12,0,+3.764,-0.457,LLLLLLLL,LLLL
1343,2025-02-20,16:32:13,0,+3.765,-0.456,LLLLLLLL,LLLL
1344,2025-02-20,16:32:14,0,+3.764,-0.457,LLLLLLLL,LLLL
1345,2025-02-20,16:32:15,0,+3.763,-0.457,LLLLLLLL,LLLL
1346,2025-02-20,16:32:16,0,+3.766,-0.457,LLLLLLLL,LLLL
1347,2025-02-20,16:32:17,0,+3.765,-0.457,LLLLLLLL,LLLL
1348,2025-02-20,16:32:18,0,+3.763,-0.458,LLLLLLLL,LLLL
1349,2025-02-20,16:32:19,0,+3.765,-0.456,LLLLLLLL,LLLL
1350,2025-02-20,16:32:20,0,+3.765,-0.458,LLLLLLLL,LLLL
1351,2025-02-20,16:32:21,0,+3.764,-0.456,LLLLLLLL,LLLL
1352,2025-02-20,16:32:22,0,+3.763,-0.458,LLLLLLLL,LLLL
1353,2025-02-20,16:32:23,0,+3.763,-0.458,LLLLLLLL,LLLL
1354,2025-02-20,16:32:24,0,+3.763,-0.459,LLLLLLLL,LLLL
1355,2025-02-20,16:32:25,0,+3.763,-0.456,LLLLLLLL,LLLL
1356,2025-02-20,16:32:26,0,+3.764,-0.456,LLLLLLLL,LLLL
1357,2025-02-20,16:32:27,0,+3.764,-0.457,LLLLLLLL,LLLL
1358,2025-02-20,16:32:28,0,+3.763,-0.454,LLLLLLLL,LLLL
1359,2025-02-20,16:32:29,0,+3.763,-0.456,LLLLLLLL,LLLL
1360,2025-02-20,16:32:30,0,+3.761,-0.458,LLLLLLLL,LLLL
1361,2025-02-20,16:32:31,0,+3.763,-0.458,LLLLLLLL,LLLL
1362,2025-02-20,16:32:32,0,+3.759,-0.457,LLLLLLLL,LLLL
1363,2025-02-20,16:32:33,0,+3.760,-0.457,LLLLLLLL,LLLL
1364,2025-02-20,16:32:34,0,+3.764,-0.457,LLLLLLLL,LLLL
1365,2025-02-20,16:32:35,0,+3.761,-0.460,LLLLLLLL,LLLL
1366,2025-02-20,16:32:36,0,+3.761,-0.458,LLLLLLLL,LLLL
1367,2025-02-20,16:32:37,0,+3.763,-0.454,LLLLLLLL,LLLL
1368,2025-02-20,16:32:38,0,+3.761,-0.457,LLLLLLLL,LLLL
1369,2025-02-20,16:32:39,0,+3.759,-0.458,LLLLLLLL,LLLL
1370,2025-02-20,16:32:40,0,+3.755,-0.458,LLLLLLLL,LLLL
1371,2025-02-20,16:32:41,0,+3.757,-0.458,LLLLLLLL,LLLL
1372,2025-02-20,16:32:42,0,+3.757,-0.459,LLLLLLLL,LLLL
1373,2025-02-20,16:32:43,0,+3.760,-0.456,LLLLLLLL,LLLL
1374,2025-02-20,16:32:44,0,+3.758,-0.458,LLLLLLLL,LLLL
1375,2025-02-20,16:32:45,0,+3.757,-0.457,LLLLLLLL,LLLL
1376,2025-02-20,16:32:46,0,+3.759,-0.453,LLLLLLLL,LLLL
1377,2025-02-20,16:32:47,0,+3.757,-0.457,LLLLLLLL,LLLL
1378,2025-02-20,16:32:48,0,+3.759,-0.456,LLLLLLLL,LLLL
1379,2025-02-20,16:32:49,0,+3.759,-0.458,LLLLLLLL,LLLL
1380,2025-02-20,16:32:50,0,+3.757,-0.456,LLLLLLLL,LLLL
1381,2025-02-20,16:32:51,0,+3.756,-0.459,LLLLLLLL,LLLL
1382,2025-02-20,16:32:52,0,+3.757,-0.458,LLLLLLLL,LLLL
1383,2025-02-20,16:32:53,0,+3.759,-0.458,LLLLLLLL,LLLL
1384,2025-02-20,16:32:54,0,+3.756,-0.458,LLLLLLLL,LLLL
1385,2025-02-20,16:32:55,0,+3.756,-0.456,LLLLLLLL,LLLL
1386,2025-02-20,16:32:56,0,+3.755,-0.458,LLLLLLLL,LLLL
1387,2025-02-20,16:32:57,0,+3.756,-0.458,LLLLLLLL,LLLL
1388,2025-02-20,16:32:58,0,+3.752,-0.457,LLLLLLLL,LLLL
1389,2025-02-20,16:32:59,0,+3.752,-0.456,LLLLLLLL,LLLL
1390,2025-02-20,16:33:00,0,+3.759,-0.456,LLLLLLLL,LLLL
1391,2025-02-20,16:33:01,0,+3.756,-0.457,LLLLLLLL,LLLL
1392,2025-02-20,16:33:02,0,+3.755,-0.456,LLLLLLLL,LLLL
1393,2025-02-20,16:33:03,0,+3.753,-0.457,LLLLLLLL,LLLL
1394,2025-02-20,16:33:04,0,+3.755,-0.456,LLLLLLLL,LLLL
1395,2025-02-20,16:33:05,0,+3.754,-0.458,LLLLLLLL,LLLL
1396,2025-02-20,16:33:06,0,+3.753,-0.458,LLLLLLLL,LLLL
1397,2025-02-20,16:33:07,0,+3.754,-0.458,LLLLLLLL,LLLL
1398,2025-02-20,16:33:08,0,+3.754,-0.455,LLLLLLLL,LLLL
1399,2025-02-20,16:33:09,0,+3.753,-0.456,LLLLLLLL,LLLL
1400,2025-02-20,16:33:10,0,+3.754,-0.461,LLLLLLLL,LLLL
1401,2025-02-20,16:33:11,0,+3.752,-0.459,LLLLLLLL,LLLL
1402,2025-02-20,16:33:12,0,+3.749,-0.455,LLLLLLLL,LLLL
1403,2025-02-20,16:33:13,0,+3.751,-0.457,LLLLLLLL,LLLL
1404,2025-02-20,16:33:14,0,+3.752,-0.457,LLLLLLLL,LLLL
1405,2025-02-20,16:33:15,0,+3.750,-0.456,LLLLLLLL,LLLL
1406,2025-02-20,16:33:16,0,+3.751,-0.457,LLLLLLLL,LLLL
1407,2025-02-20,16:33:17,0,+3.747,-0.458,LLLLLLLL,LLLL
1408,2025-02-20,16:33:18,0,+3.752,-0.455,LLLLLLLL,LLLL
1409,2025-02-20,16:33:19,0,+3.750,-0.454,LLLLLLLL,LLLL
1410,2025-02-20,16:33:20,0,+3.749,-0.457,LLLLLLLL,LLLL
1411,2025-02-20,16:33:21,0,+3.752,-0.456,LLLLLLLL,LLLL
1412,2025-02-20,16:33:22,0,+3.750,-0.458,LLLLLLLL,LLLL
1413,2025-02-20,16:33:23,0,+3.751,-0.457,LLLLLLLL,LLLL
1414,2025-02-20,16:33:24,0,+3.748,-0.458,LLLLLLLL,LLLL
1415,2025-02-20,16:33:25,0,+3.745,-0.458,LLLLLLLL,LLLL
1416,2025-02-20,16:33:26,0,+3.749,-0.458,LLLLLLLL,LLLL
1417,2025-02-20,16:33:27,0,+3.748,-0.458,LLLLLLLL,LLLL
1418,2025-02-20,16:33:28,0,+3.748,-0.458,LLLLLLLL,LLLL
1419,2025-02-20,16:33:29,0,+3.750,-0.458,LLLLLLLL,LLLL
1420,2025-02-20,16:33:30,0,+3.749,-0.455,LLLLLLLL,LLLL
1421,2025-02-20,16:33:31,0,+3.748,-0.457,LLLLLLLL,LLLL
1422,2025-02-20,16:33:32,0,+3.747,-0.456,LLLLLLLL,LLLL
1423,2025-02-20,16:33:33,0,+3.746,-0.455,LLLLLLLL,LLLL
1424,2025-02-20,16:33:34,0,+3.748,-0.458,LLLLLLLL,LLLL
1425,2025-02-20,16:33:35,0,+3.745,-0.460,LLLLLLLL,LLLL
1426,2025-02-20,16:33:36,0,+3.747,-0.458,LLLLLLLL,LLLL
1427,2025-02-20,16:33:37,0,+3.747,-0.458,LLLLLLLL,LLLL
1428,2025-02-20,16:33:38,0,+3.745,-0.457,LLLLLLLL,LLLL
1429,2025-02-20,16:33:39,0,+3.744,-0.458,LLLLLLLL,LLLL
1430,2025-02-20,16:33:40,0,+3.747,-0.458,LLLLLLLL,LLLL
1431,2025-02-20,16:33:41,0,+3.745,-0.457,LLLLLLLL,LLLL
1432,2025-02-20,16:33:42,0,+3.745,-0.455,LLLLLLLL,LLLL
1433,2025-02-20,16:33:43,0,+3.744,-0.458,LLLLLLLL,LLLL
1434,2025-02-20,16:33:44,0,+3.743,-0.459,LLLLLLLL,LLLL
1435,2025-02-20,16:33:45,0,+3.743,-0.458,LLLLLLLL,LLLL
1436,2025-02-20,16:33:46,0,+3.744,-0.456,LLLLLLLL,LLLL
1437,2025-02-20,16:33:47,0,+3.741,-0.457,LLLLLLLL,LLLL
1438,2025-02-20,16:33:48,0,+3.740,-0.459,LLLLLLLL,LLLL
1439,2025-02-20,16:33:49,0,+3.743,-0.458,LLLLLLLL,LLLL
1440,2025-02-20,16:33:50,0,+3.742,-0.458,LLLLLLLL,LLLL
1441,2025-02-20,16:33:51,0,+3.742,-0.456,LLLLLLLL,LLLL
1442,2025-02-20,16:33:52,0,+3.743,-0.456,LLLLLLLL,LLLL
1443,2025-02-20,16:33:53,0,+3.741,-0.458,LLLLLLLL,LLLL
1444,2025-02-20,16:33:54,0,+3.741,-0.458,LLLLLLLL,LLLL
1445,2025-02-20,16:33:55,0,+3.743,-0.456,LLLLLLLL,LLLL
1446,2025-02-20,16:33:56,0,+3.742,-0.457,LLLLLLLL,LLLL
1447,2025-02-20,16:33:57,0,+3.741,-0.456,LLLLLLLL,LLLL
1448,2025-02-20,16:33:58,0,+3.740,-0.457,LLLLLLLL,LLLL
1449,2025-02-20,16:33:59,0,+3.743,-0.455,LLLLLLLL,LLLL
1450,2025-02-20,16:34:00,0,+3.740,-0.455,LLLLLLLL,LLLL
1451,2025-02-20,16:34:01,0,+3.739,-0.457,LLLLLLLL,LLLL
1452,2025-02-20,16:34:02,0,+3.739,-0.456,LLLLLLLL,LLLL
1453,2025-02-20,16:34:03,0,+3.738,-0.457,LLLLLLLL,LLLL
1454,2025-02-20,16:34:04,0,+3.739,-0.458,LLLLLLLL,LLLL
1455,2025-02-20,16:34:05,0,+3.740,-0.459,LLLLLLLL,LLLL
1456,2025-02-20,16:34:06,0,+3.739,-0.456,LLLLLLLL,LLLL
1457,2025-02-20,16:34:07,0,+3.741,-0.455,LLLLLLLL,LLLL
1458,2025-02-20,16:34:08,0,+3.740,-0.457,LLLLLLLL,LLLL
1459,2025-02-20,16:34:09,0,+3.736,-0.459,LLLLLLLL,LLLL
1460,2025-02-20,16:34:10,0,+3.737,-0.459,LLLLLLLL,LLLL
1461,2025-02-20,16:34:11,0,+3.736,-0.457,LLLLLLLL,LLLL
1462,2025-02-20,16:34:12,0,+3.737,-0.460,LLLLLLLL,LLLL
1463,2025-02-20,16:34:13,0,+3.739,-0.457,LLLLLLLL,LLLL
1464,2025-02-20,16:34:14,0,+3.736,-0.456,LLLLLLLL,LLLL
1465,2025-02-20,16:34:15,0,+3.739,-0.456,LLLLLLLL,LLLL
1466,2025-02-20,16:34:16,0,+3.736,-0.456,LLLLLLLL,LLLL
1467,2025-02-20,16:34:17,0,+3.736,-0.456,LLLLLLLL,LLLL
1468,2025-02-20,16:34:18,0,+3.737,-0.458,LLLLLLLL,LLLL
1469,2025-02-20,16:34:19,0,+3.736,-0.458,LLLLLLLL,LLLL
1470,2025-02-20,16:34:20,0,+3.736,-0.458,LLLLLLLL,LLLL
1471,2025-02-20,16:34:21,0,+3.733,-0.456,LLLLLLLL,LLLL
1472,2025-02-20,16:34:22,0,+3.737,-0.457,LLLLLLLL,LLLL
1473,2025-02-20,16:34:23,0,+3.736,-0.456,LLLLLLLL,LLLL
1474,2025-02-20,16:34:24,0,+3.735,-0.458,LLLLLLLL,LLLL
1475,2025-02-20,16:34:25,0,+3.732,-0.459,LLLLLLLL,LLLL
1476,2025-02-20,16:34:26,0,+3.735,-0.460,LLLLLLLL,LLLL
1477,2025-02-20,16:34:27,0,+3.735,-0.456,LLLLLLLL,LLLL
1478,2025-02-20,16:34:28,0,+3.736,-0.456,LLLLLLLL,LLLL
1479,2025-02-20,16:34:29,0,+3.732,-0.456,LLLLLLLL,LLLL
1480,2025-02-20,16:34:30,0,+3.732,-0.456,LLLLLLLL,LLLL
1481,2025-02-20,16:34:31,0,+3.733,-0.456,LLLLLLLL,LLLL
1482,2025-02-20,16:34:32,0,+3.732,-0.457,LLLLLLLL,LLLL
1483,2025-02-20,16:34:33,0,+3.731,-0.456,LLLLLLLL,LLLL
1484,2025-02-20,16:34:34,0,+3.732,-0.458,LLLLLLLL,LLLL
1485,2025-02-20,16:34:35,0,+3.732,-0.457,LLLLLLLL,LLLL
1486,2025-02-20,16:34:36,0,+3.729,-0.457,LLLLLLLL,LLLL
1487,2025-02-20,16:34:37,0,+3.732,-0.455,LLLLLLLL,LLLL
1488,2025-02-20,16:34:38,0,+3.727,-0.458,LLLLLLLL,LLLL
1489,2025-02-20,16:34:39,0,+3.732,-0.458,LLLLLLLL,LLLL
